sequenceID	source.name	serotype	genotype	major_lineage	minor_lineage	minor_sublineage
DQ265080	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265081	ncbi-nuccore-short	1	1I	-	-	-
DQ265082	ncbi-nuccore-short	1	1I	-	-	-
DQ265083	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265084	ncbi-nuccore-short	1	1I	-	-	-
DQ265085	ncbi-nuccore-short	1	1I	-	-	-
DQ265086	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265087	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265088	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265089	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265090	ncbi-nuccore-short	1	1I	-	-	-
DQ265091	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265092	ncbi-nuccore-short	1	1I	-	-	-
DQ265093	ncbi-nuccore-short	1	1I	-	-	-
DQ265094	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265095	ncbi-nuccore-short	1	1I	-	-	-
DQ265096	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265097	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265098	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265099	ncbi-nuccore-short	1	1I	-	-	-
DQ265100	ncbi-nuccore-short	1	1I	-	-	-
DQ265101	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265102	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265103	ncbi-nuccore-short	1	1I	-	-	-
DQ265104	ncbi-nuccore-short	1	1I	-	-	-
DQ265105	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265106	ncbi-nuccore-short	1	1I	-	-	-
DQ265107	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265108	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265109	ncbi-nuccore-short	1	1I	-	-	-
DQ265110	ncbi-nuccore-short	1	1I	-	-	-
DQ265111	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265112	ncbi-nuccore-short	1	1I	-	-	-
DQ265113	ncbi-nuccore-short	1	1I	-	-	-
DQ265114	ncbi-nuccore-short	1	1I	-	-	-
DQ265115	ncbi-nuccore-short	1	1I	1I_J	-	-
DQ265116	ncbi-nuccore-short	1	1I	-	-	-
DQ265117	ncbi-nuccore-short	1	1I	-	-	-
DQ265118	ncbi-nuccore-short	1	1I	-	-	-
DQ265119	ncbi-nuccore-short	1	1I	1I_J	-	-
DQ265120	ncbi-nuccore-short	1	1I	-	-	-
DQ265121	ncbi-nuccore-short	1	1I	-	-	-
DQ265122	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265123	ncbi-nuccore-short	1	1I	-	-	-
DQ265124	ncbi-nuccore-short	1	1I	-	-	-
DQ265125	ncbi-nuccore-short	1	1I	-	-	-
DQ265126	ncbi-nuccore-short	1	1I	-	-	-
DQ265127	ncbi-nuccore-short	1	1I	-	-	-
DQ265128	ncbi-nuccore-short	1	1I	-	-	-
DQ265129	ncbi-nuccore-short	1	1I	-	-	-
DQ265130	ncbi-nuccore-short	1	1I	-	-	-
DQ265131	ncbi-nuccore-short	1	1I	-	-	-
DQ265132	ncbi-nuccore-short	1	1I	-	-	-
DQ265133	ncbi-nuccore-short	1	1I	-	-	-
DQ265134	ncbi-nuccore-short	1	1I	-	-	-
DQ265135	ncbi-nuccore-short	1	1I	-	-	-
DQ265136	ncbi-nuccore-short	1	1I	-	-	-
DQ265137	ncbi-nuccore-short	1	1I	-	-	-
DQ265138	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265139	ncbi-nuccore-short	1	1I	-	-	-
DQ265140	ncbi-nuccore-short	1	1I	-	-	-
DQ265141	ncbi-nuccore-short	1	1I	-	-	-
DQ265142	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265143	ncbi-nuccore-short	1	1I	1I_J	-	-
DQ265144	ncbi-nuccore-short	1	1I	-	-	-
DQ265145	ncbi-nuccore-short	1	1I	1I_J	-	-
DQ265146	ncbi-nuccore-short	1	1I	-	-	-
DQ265147	ncbi-nuccore-short	1	1I	1I_J	-	-
DQ265148	ncbi-nuccore-short	1	1I	-	-	-
DQ265149	ncbi-nuccore-short	1	1I	-	-	-
DQ265150	ncbi-nuccore-short	1	1I	-	-	-
DQ265151	ncbi-nuccore-short	1	1I	-	-	-
DQ265152	ncbi-nuccore-short	1	1I	1I_J	-	-
DQ265153	ncbi-nuccore-short	1	1I	-	-	-
DQ265154	ncbi-nuccore-short	1	1I	-	-	-
DQ265155	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265156	ncbi-nuccore-short	1	1I	-	1I_H2	-
DQ265157	ncbi-nuccore-short	1	1I	-	-	-
DQ285549	ncbi-nuccore-short	1	1IV	1IV_A	-	-
DQ285551	ncbi-nuccore-short	1	1IV	1IV_A	-	-
DQ285552	ncbi-nuccore-short	1	1IV	1IV_A	-	-
DQ285553	ncbi-nuccore-short	1	1IV	1IV_A	-	-
DQ285554	ncbi-nuccore-short	1	1V	1V_A	-	-
DQ285557	ncbi-nuccore-short	1	1IV	1IV_A	-	-
DQ317392	ncbi-nuccore-short	3	-	-	-	-
DQ317393	ncbi-nuccore-short	3	3III	3III_B	-	-
DQ323037	ncbi-nuccore-short	3	3III	3III_B	-	-
DQ323038	ncbi-nuccore-short	3	3III	3III_B	-	-
DQ323039	ncbi-nuccore-short	3	3III	3III_B	-	-
DQ323040	ncbi-nuccore-short	3	3III	3III_B	-	-
DQ323041	ncbi-nuccore-short	3	3III	3III_B	-	-
DQ323042	ncbi-nuccore-short	3	3III	3III_B	-	-
DQ323456	ncbi-nuccore-short	1	-	-	-	-
DQ341188	ncbi-nuccore-short	1	1V	-	-	-
DQ341189	ncbi-nuccore-short	1	1V	-	-	-
DQ341190	ncbi-nuccore-short	1	1V	-	-	-
DQ341191	ncbi-nuccore-short	1	1V	-	-	-
DQ341192	ncbi-nuccore-short	1	1V	-	-	-
DQ341193	ncbi-nuccore-short	1	1V	-	-	-
DQ341194	ncbi-nuccore-short	1	1V	-	-	-
DQ341195	ncbi-nuccore-short	2	2I	-	-	-
DQ341196	ncbi-nuccore-short	2	2I	-	-	-
DQ341197	ncbi-nuccore-short	2	2VI	-	-	-
DQ341198	ncbi-nuccore-short	2	2I	-	-	-
DQ341199	ncbi-nuccore-short	2	2II	2II_B	-	-
DQ341200	ncbi-nuccore-short	2	2II	-	-	-
DQ341201	ncbi-nuccore-short	2	2III	2III_D	2III_D1	-
DQ341202	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
DQ341203	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
DQ341204	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
DQ341205	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
DQ341206	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
DQ341207	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
DQ341208	ncbi-nuccore-short	3	3III	-	-	-
DQ341209	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
DQ341210	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ341211	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ341212	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ341213	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ341214	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ341215	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ341216	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ341217	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ341218	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ341219	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ364476	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364477	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364478	ncbi-nuccore-short	2	2III	-	-	-
DQ364479	ncbi-nuccore-short	2	2III	-	-	-
DQ364480	ncbi-nuccore-short	2	2III	-	-	-
DQ364481	ncbi-nuccore-short	2	2III	-	2III_D1	-
DQ364482	ncbi-nuccore-short	2	2III	-	-	-
DQ364483	ncbi-nuccore-short	2	2III	-	-	-
DQ364484	ncbi-nuccore-short	2	2III	-	-	-
DQ364485	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364486	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364487	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364488	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364489	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364490	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364491	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364492	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364493	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364494	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364495	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364496	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364497	ncbi-nuccore-short	2	2III	-	-	-
DQ364498	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364499	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364500	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364501	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364502	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364503	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364504	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364505	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364506	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364507	ncbi-nuccore-short	2	2III	2III_B	2III_D1	-
DQ364508	ncbi-nuccore-short	2	2III	2III_B	2III_D1	-
DQ364509	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364510	ncbi-nuccore-short	2	2III	2III_B	2III_D1	-
DQ364511	ncbi-nuccore-short	2	2III	-	-	-
DQ364512	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364513	ncbi-nuccore-short	2	2III	2III_D	2III_D1	-
DQ364514	ncbi-nuccore-short	2	2III	2III_D	2III_D1	-
DQ364515	ncbi-nuccore-short	2	2III	2III_D	2III_D1	-
DQ364516	ncbi-nuccore-short	2	2III	2III_C	-	-
DQ364517	ncbi-nuccore-short	2	2III	-	-	-
DQ364518	ncbi-nuccore-short	2	2III	-	-	-
DQ364519	ncbi-nuccore-short	2	2III	-	-	2III_D1.3
DQ364520	ncbi-nuccore-short	2	2III	-	-	-
DQ364521	ncbi-nuccore-short	2	2III	-	2III_D1	-
DQ364522	ncbi-nuccore-short	2	2III	-	-	-
DQ364523	ncbi-nuccore-short	2	2III	-	2III_D1	-
DQ364524	ncbi-nuccore-short	2	2III	-	2III_D1	-
DQ364525	ncbi-nuccore-short	2	2III	-	-	-
DQ364526	ncbi-nuccore-short	2	2III	-	2III_D1	-
DQ364527	ncbi-nuccore-short	2	2III	-	-	-
DQ364528	ncbi-nuccore-short	2	2III	-	-	-
DQ364529	ncbi-nuccore-short	2	2III	-	2III_D1	-
DQ364530	ncbi-nuccore-short	2	2III	-	-	-
DQ364531	ncbi-nuccore-short	2	2III	-	-	-
DQ364532	ncbi-nuccore-short	2	2III	-	-	-
DQ364533	ncbi-nuccore-short	2	2III	-	-	-
DQ364534	ncbi-nuccore-short	2	2III	-	2III_D1	-
DQ364535	ncbi-nuccore-short	2	2III	-	-	-
DQ364536	ncbi-nuccore-short	2	2III	-	-	-
DQ364537	ncbi-nuccore-short	2	2III	-	-	-
DQ364538	ncbi-nuccore-short	2	2III	-	-	-
DQ364539	ncbi-nuccore-short	2	2III	-	-	-
DQ364540	ncbi-nuccore-short	2	2III	-	-	-
DQ364541	ncbi-nuccore-short	2	2III	-	-	-
DQ364542	ncbi-nuccore-short	2	2III	-	-	-
DQ364543	ncbi-nuccore-short	2	2III	-	-	-
DQ364544	ncbi-nuccore-short	2	2III	-	-	-
DQ364545	ncbi-nuccore-short	2	2III	-	-	-
DQ364546	ncbi-nuccore-short	2	2III	-	-	-
DQ364547	ncbi-nuccore-short	2	2III	-	-	-
DQ364548	ncbi-nuccore-short	2	2III	-	-	-
DQ364549	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364550	ncbi-nuccore-short	2	2III	-	-	-
DQ364551	ncbi-nuccore-short	2	2III	-	-	-
DQ364552	ncbi-nuccore-short	2	2III	-	-	-
DQ364553	ncbi-nuccore-short	2	2III	-	-	-
DQ364554	ncbi-nuccore-short	2	2III	-	-	-
DQ364555	ncbi-nuccore-short	2	2III	-	-	-
DQ364556	ncbi-nuccore-short	2	2III	-	-	-
DQ364557	ncbi-nuccore-short	2	2III	-	-	-
DQ364558	ncbi-nuccore-short	2	2III	-	-	-
DQ364559	ncbi-nuccore-short	2	2III	2III_B	-	-
DQ364560	ncbi-nuccore-short	2	2V	2V_A	2V_A3	-
DQ364561	ncbi-nuccore-short	2	2I	-	-	-
DQ364562	ncbi-nuccore-short	2	2I	-	-	-
DQ364563	ncbi-nuccore-short	2	2I	-	-	-
DQ364564	ncbi-nuccore-short	2	2I	-	-	-
DQ364565	ncbi-nuccore-short	2	2I	-	-	-
DQ364566	ncbi-nuccore-short	2	2I	-	-	-
DQ367720	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
DQ367721	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
DQ367722	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
DQ371245	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
DQ390319	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ390320	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ390321	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ390322	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ390323	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ390324	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ390325	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ390326	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ390327	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ390328	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ390329	ncbi-nuccore-short	4	4II	4II_B	-	-
DQ448232	ncbi-nuccore-short	2	2II	2II_A	2II_A1	-
DQ448233	ncbi-nuccore-short	2	2II	2II_A	2II_A1	-
DQ448234	ncbi-nuccore-short	2	2II	2II_A	2II_A1	-
DQ448235	ncbi-nuccore-short	2	2II	2II_A	2II_A1	-
DQ448236	ncbi-nuccore-short	2	2II	2II_A	2II_A1	-
DQ448237	ncbi-nuccore-short	2	2II	2II_A	2II_A1	-
DQ448238	ncbi-nuccore-short	2	2I	-	-	-
DQ453968	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ453969	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ453970	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ453971	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ453972	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ453973	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ453974	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ453975	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ453976	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ453977	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ453978	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ453979	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ453980	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ453981	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ472142	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ472143	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ472144	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ472145	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ472146	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ472147	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ518630	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ518631	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ518632	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ518633	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ518634	ncbi-nuccore-short	2	2II	-	-	-
DQ518635	ncbi-nuccore-short	2	2II	2II_F	-	2II_F2.2
DQ518636	ncbi-nuccore-short	2	2II	2II_D	-	-
DQ518637	ncbi-nuccore-short	2	2II	-	-	-
DQ518638	ncbi-nuccore-short	2	2III	2III_A	2III_A2	-
DQ518639	ncbi-nuccore-short	2	2III	2III_A	2III_A2	-
DQ518640	ncbi-nuccore-short	2	2III	2III_A	2III_A2	-
DQ518641	ncbi-nuccore-short	2	2III	2III_A	2III_A1	-
DQ518642	ncbi-nuccore-short	2	2III	2III_A	2III_A1	-
DQ518643	ncbi-nuccore-short	2	2IV	-	-	-
DQ518644	ncbi-nuccore-short	2	2IV	2II_B	-	-
DQ518645	ncbi-nuccore-short	2	2V	2V_A	-	-
DQ518646	ncbi-nuccore-short	2	2V	2V_A	-	-
DQ518647	ncbi-nuccore-short	2	2V	2V_A	-	-
DQ518648	ncbi-nuccore-short	2	2V	-	-	-
DQ518649	ncbi-nuccore-short	2	2V	2V_A	-	-
DQ518650	ncbi-nuccore-short	2	2V	2V_A	-	-
DQ518651	ncbi-nuccore-short	2	2V	2V_E	-	-
DQ518652	ncbi-nuccore-short	2	2V	2V_E	-	-
DQ518653	ncbi-nuccore-short	2	2V	-	-	-
DQ518654	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ518655	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ518656	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ518657	ncbi-nuccore-short	3	3II	3II_A	3II_A1	-
DQ518658	ncbi-nuccore-short	3	3II	3II_A	3II_A1	-
DQ518659	ncbi-nuccore-short	3	3II	3II_A	3II_A1	-
DQ518660	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ518661	ncbi-nuccore-short	3	3II	3II_A	3II_A3	-
DQ518662	ncbi-nuccore-short	3	3II	3II_A	3II_A3	-
DQ518663	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ518664	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ518665	ncbi-nuccore-short	3	3II	3II_B	-	-
DQ518666	ncbi-nuccore-short	3	3II	3II_B	-	-
DQ518667	ncbi-nuccore-short	3	3I	-	-	-
DQ518668	ncbi-nuccore-short	3	3I	3I_C	-	-
DQ518669	ncbi-nuccore-short	3	3I	3I_C	-	-
DQ518670	ncbi-nuccore-short	3	3I	3I_C	-	-
DQ518671	ncbi-nuccore-short	3	3I	3I_C	-	-
DQ518672	ncbi-nuccore-short	3	3I	3I_C	-	-
DQ518673	ncbi-nuccore-short	3	3I	3I_C	-	-
DQ518674	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ518675	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ518676	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ518677	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ518678	ncbi-nuccore-short	3	3I	3I_A	-	-
DQ518679	ncbi-nuccore-short	3	3III	3III_A	-	-
DQ523230	ncbi-nuccore-short	1	1IV	1IV_C	-	-
DQ523231	ncbi-nuccore-short	1	1IV	1IV_A	-	-
DQ523232	ncbi-nuccore-short	1	1IV	1IV_A	-	-
DQ523233	ncbi-nuccore-short	1	1IV	1IV_A	-	-
DQ523234	ncbi-nuccore-short	1	1IV	1IV_A	-	-
DQ523235	ncbi-nuccore-short	1	1IV	1IV_A	-	-
DQ523236	ncbi-nuccore-short	1	1IV	1IV_A	-	-
DQ537488	ncbi-nuccore-short	2	-	-	-	-
DQ537489	ncbi-nuccore-short	2	-	-	-	-
DQ537490	ncbi-nuccore-short	2	-	-	-	-
DQ645557	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ645558	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ645559	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ645560	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ645561	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ645562	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ645563	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ645564	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ645565	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ645566	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ645567	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ645568	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ645569	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ645570	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
DQ841350	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841351	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841352	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841353	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841354	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841355	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841356	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841357	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841358	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841359	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841360	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841361	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841362	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841363	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841364	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841365	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841366	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841367	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841368	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841369	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841370	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841371	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841372	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841373	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841374	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841375	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841376	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841377	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841378	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841379	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841380	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841381	ncbi-nuccore-short	3	3II	3II_A	3II_A2	-
DQ841382	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841383	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841384	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841385	ncbi-nuccore-short	3	3II	3II_A	3II_A2	-
DQ841386	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841387	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841388	ncbi-nuccore-short	3	3II	3II_A	3II_A2	-
DQ841389	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841390	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841391	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841392	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841393	ncbi-nuccore-short	3	3II	3II_A	3II_A2	-
DQ841394	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841395	ncbi-nuccore-short	3	3II	3II_A	3II_A2	-
DQ841396	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841397	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841398	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841399	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841400	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ841401	ncbi-nuccore-short	3	3II	3II_A	3II_A2	-
DQ841402	ncbi-nuccore-short	3	3II	3II_A	-	-
DQ855296	ncbi-nuccore-short	1	1IV	1IV_C	-	-
DQ855297	ncbi-nuccore-short	1	1IV	1IV_A	-	-
DQ917242	ncbi-nuccore-short	2	2I	-	-	-
DQ917243	ncbi-nuccore-short	2	2I	-	-	-
DQ917244	ncbi-nuccore-short	2	2VI	-	-	-
DQ917245	ncbi-nuccore-short	2	2VI	-	-	-
DQ917246	ncbi-nuccore-short	2	2VI	-	-	-
DQ917247	ncbi-nuccore-short	2	2VI	-	-	-
E01582	ncbi-nuccore-short	3	-	-	-	-
EF016250	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
EF016251	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
EF016252	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
EF016253	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
EF032589	ncbi-nuccore-short	1	1I	1I_J	-	-
EF032592	ncbi-nuccore-short	1	1IV	1IV_C	-	-
EF079826	ncbi-nuccore-short	1	1IV	1IV_C	-	-
EF088839	ncbi-nuccore-short	3	3III	3III_C	-	-
EF088840	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
EF088841	ncbi-nuccore-short	3	3III	3III_C	-	-
EF088842	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
EF088843	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
EF088844	ncbi-nuccore-short	3	3III	3III_C	-	-
EF088845	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
EF088846	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
EF088847	ncbi-nuccore-short	3	3III	3III_C	-	-
EF088848	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
EF088849	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
EF088850	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
EF088851	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
EF088852	ncbi-nuccore-short	3	3III	3III_C	3III_C1	-
EF110567	ncbi-nuccore-short	3	-	-	-	-
EF110568	ncbi-nuccore-short	3	-	-	-	-
EF113152	ncbi-nuccore-short	1	1I	-	1I_H1	-
EF113153	ncbi-nuccore-short	1	1I	-	1I_H1	-
EF428567	ncbi-nuccore-short	3	-	-	-	-
EF428568	ncbi-nuccore-short	3	-	-	-	-
EF428569	ncbi-nuccore-short	3	-	-	-	-
EF428570	ncbi-nuccore-short	3	-	-	-	-
EF428571	ncbi-nuccore-short	3	-	-	-	-
EF428572	ncbi-nuccore-short	3	-	-	-	-
EF428573	ncbi-nuccore-short	3	-	-	-	-
EF428574	ncbi-nuccore-short	3	-	-	-	-
EF428575	ncbi-nuccore-short	3	-	-	-	-
EF436279	ncbi-nuccore-short	4	4II	4II_A	-	-
EF436282	ncbi-nuccore-short	4	4II	4II_A	-	-
EF440432	ncbi-nuccore-short	1	1IV	1IV_C	-	-
EF440433	ncbi-nuccore-short	2	2II	-	-	-
EF440434	ncbi-nuccore-short	3	3I	3I_A	-	-
EF440435	ncbi-nuccore-short	4	4II	4II_A	-	-
EF441282	ncbi-nuccore-short	1	-	-	-	-
EF441283	ncbi-nuccore-short	2	-	-	-	-
EF441284	ncbi-nuccore-short	3	-	-	-	-
EF486507	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
EF486508	ncbi-nuccore-short	2	2II	2II_C	2II_C2	-
